ID	StromalScore	ImmuneScore	ESTIMATEScore
TCGA-CD-5798-01A-11R-1602-13	1070.30733481862	1330.89886747785	2401.20620229647
TCGA-VQ-A8E2-01A-11R-A36D-31	308.994610620117	272.584186938051	581.578797558168
TCGA-D7-A6F2-01A-12R-A31P-31	15.7927493703599	1329.25767062876	1345.05041999912
TCGA-BR-7717-01A-11R-2055-13	185.342048186467	647.946066057548	833.288114244014
TCGA-VQ-A8DZ-01A-11R-A36D-31	-451.521306192288	392.179883095622	-59.3414230966658
TCGA-CG-5732-01A-11R-1602-13	-676.475060985741	1707.82406435253	1031.34900336679
TCGA-CG-4462-01A-01R-1157-13	2067.93073977124	2338.41545141088	4406.34619118212
TCGA-BR-4191-01A-02R-1131-13	1029.79324619824	2317.70477864846	3347.4980248467
TCGA-IN-8663-01A-11R-2402-13	-834.125301797646	-101.992643377862	-936.117945175508
TCGA-R5-A7ZI-01A-11R-A354-31	-147.515633597789	2193.17847656541	2045.66284296762
TCGA-BR-8686-01A-11R-2402-13	748.64498470706	2111.01847692565	2859.66346163271
TCGA-CD-A486-01A-11R-A24K-31	131.425516004861	829.161594020204	960.587110025064
TCGA-VQ-A8P3-01A-11R-A36D-31	23.4192305636679	579.101691819181	602.520922382849
TCGA-BR-4256-01A-01R-1131-13	1670.70065255514	2498.27683106237	4168.97748361751
TCGA-BR-6455-01A-11R-1802-13	249.476796443027	1387.13286195385	1636.60965839687
TCGA-BR-8372-01A-11R-2343-13	2.17850157846079	1839.19698639738	1841.37548797584
TCGA-HU-A4H8-01A-11R-A251-31	-1304.27806893073	224.716663531098	-1079.56140539964
TCGA-CG-4444-01A-01R-1157-13	536.146098628877	1378.66783443707	1914.81393306595
TCGA-BR-A4CS-01A-11R-A24K-31	220.690248514227	849.014764776521	1069.70501329075
TCGA-IN-A6RS-01A-12R-A354-31	-509.770077353374	1277.12658997684	767.356512623468
TCGA-CD-A487-01A-21R-A24K-31	188.263820730739	444.384867969017	632.648688699756
TCGA-D7-6822-01A-11R-1884-13	-479.524382772204	417.124904009132	-62.3994787630722
TCGA-BR-8058-01A-31R-2343-13	1302.82723878451	2361.99285565968	3664.82009444419
TCGA-HU-8238-01A-11R-2343-13	-89.7201242438698	1163.0029197535	1073.28279550963
TCGA-VQ-A8PP-01A-21R-A414-31	-35.7714139610021	881.324470932592	845.55305697159
TCGA-HJ-7597-01A-21R-2203-13	-942.365413741984	1003.08008142715	60.714667685163
TCGA-VQ-A8P8-01A-11R-A39E-31	147.045883244385	1178.73273628435	1325.77861952873
TCGA-VQ-A8P5-01A-11R-A39E-31	124.801136072555	747.969655380679	872.770791453235
TCGA-IN-A6RJ-01A-21R-A33Y-31	-1162.69284423396	334.425696701612	-828.267147532346
TCGA-IN-A6RO-01A-12R-A33Y-31	-1411.85181631119	82.857706739175	-1328.99410957201
TCGA-BR-6458-01A-11R-1802-13	869.340154547401	1748.12287366818	2617.46302821558
TCGA-VQ-AA6D-01A-11R-A414-31	-1404.51327910407	-267.908510330627	-1672.4217894347
TCGA-D7-6526-01A-11R-1802-13	-612.437159058428	163.244951160324	-449.192207898104
TCGA-BR-4279-01A-01R-1131-13	2022.78965572657	2145.64808850666	4168.43774423324
TCGA-BR-A4CR-01A-11R-A24K-31	-1066.25676930293	-737.475470463892	-1803.73223976682
TCGA-BR-A4PF-01A-11R-A251-31	-172.602463932954	1542.57687518177	1369.97441124882
TCGA-CG-5722-01A-21R-1602-13	413.582238425169	2552.71148818681	2966.29372661198
TCGA-CG-4306-01A-01R-1157-13	493.337262402858	1466.9159560213	1960.25321842415
TCGA-BR-A4J7-01A-31R-A251-31	1170.87503332787	2013.58506391603	3184.4600972439
TCGA-BR-8081-01A-11R-2343-13	1036.22353366013	2285.5106431713	3321.73417683143
TCGA-HU-A4GJ-01A-11R-A251-31	272.494672608673	3117.40617580567	3389.90084841435
TCGA-D7-A6EZ-01A-11R-A31P-31	280.932130152429	1807.55888289681	2088.49101304924
TCGA-D7-6528-01A-11R-1802-13	-935.828314875428	44.8852685506674	-890.94304632476
TCGA-HU-A4G2-01A-11R-A251-31	-86.1489986371436	994.98353705564	908.834538418496
TCGA-VQ-A924-01A-11R-A414-31	-125.044958504467	1025.50170900086	900.456750496392
TCGA-CG-4443-01A-01R-1157-13	-266.988374946686	-223.520990585272	-490.509365531958
TCGA-BR-7722-01A-31R-2203-13	89.6799617950158	892.978644147957	982.658605942973
TCGA-BR-A4J9-01A-12R-A251-31	782.498595128664	986.071441418199	1768.57003654686
TCGA-VQ-AA64-01A-11R-A414-31	319.671332218667	186.635610572493	506.306942791161
TCGA-VQ-A922-01A-11R-A414-31	297.132095347045	-142.92474556976	154.207349777285
TCGA-D7-6521-01A-11R-1802-13	1128.13562617551	1846.09010988337	2974.22573605889
TCGA-HU-A4GT-01A-21R-A251-31	-690.745375646882	509.085339535984	-181.660036110898
TCGA-BR-7723-01A-11R-2055-13	60.182775651153	898.587693231872	958.770468883025
TCGA-R5-A805-01A-11R-A36D-31	695.930308918391	2073.23787053473	2769.16817945312
TCGA-CG-4305-01A-01R-1157-13	836.32451940514	1936.45590792151	2772.78042732665
TCGA-BR-6453-01A-11R-1802-13	963.306219648825	2668.91848701645	3632.22470666527
TCGA-CD-5813-01A-11R-1602-13	1712.34727313412	2384.10497056813	4096.45224370225
TCGA-CD-8534-01A-11R-2343-13	0.157142712613319	947.627212900726	947.78435561334
TCGA-VQ-AA6F-01A-31R-A414-31	-565.578231431947	1079.97381831948	514.395586887531
TCGA-BR-8289-01A-11R-2343-13	302.064777401359	395.038901883356	697.103679284715
TCGA-ZA-A8F6-01A-23R-A36D-31	815.330317627692	1395.74567365088	2211.07599127858
TCGA-HU-A4GC-01A-12R-A251-31	-133.435212638876	583.113817561652	449.678604922776
TCGA-VQ-A928-01A-11R-A414-31	206.537952936846	288.071855734032	494.609808670878
TCGA-CG-4304-01A-01R-1157-13	809.165249909716	1681.74451183717	2490.90976174689
TCGA-HU-A4GP-01A-11R-A251-31	-569.363761841238	353.482548762554	-215.881213078683
TCGA-3M-AB47-01A-22R-A414-31	1009.08764214749	1226.41859176227	2235.50623390976
TCGA-KB-A93J-01A-11R-A39E-31	-209.974156673864	1629.97504323059	1420.00088655673
TCGA-IN-A6RN-01A-12R-A33Y-31	-1024.56655003021	209.517528290414	-815.049021739799
TCGA-BR-7715-01A-11R-2055-13	317.78463643233	72.9362658789181	390.720902311248
TCGA-HF-7134-01A-11R-2055-13	-401.569164281575	730.985164601621	329.416000320046
TCGA-BR-8678-01A-11R-2402-13	-286.293383831163	6.57875709459367	-279.71462673657
TCGA-D7-A6EY-01A-21R-A31P-31	311.862051202022	2067.5665660163	2379.42861721832
TCGA-IP-7968-01A-11R-2203-13	401.403787762977	882.585497151151	1283.98928491413
TCGA-CG-4440-01A-01R-1157-13	-692.552173727523	650.571002894888	-41.9811708326355
TCGA-F1-6875-01A-11R-2055-13	-951.805960894421	-624.960856012999	-1576.76681690742
TCGA-HU-8244-01A-11R-2343-13	-1774.22922544205	-49.5090529375885	-1823.73827837964
TCGA-VQ-A91A-01A-11R-A414-31	1192.18562856984	1068.24841056056	2260.43403913039
TCGA-BR-8364-01A-11R-2343-13	1591.63405530788	1543.02951344658	3134.66356875446
TCGA-VQ-A8PE-01A-11R-A414-31	-477.343700793162	831.019732946195	353.676032153032
TCGA-FP-A8CX-01A-11R-A36D-31	-735.939453638725	879.062118159288	143.122664520563
TCGA-BR-4267-01A-01R-1131-13	-132.592364133349	938.154425864855	805.562061731506
TCGA-CG-5734-01A-11R-1602-13	297.222257879952	2401.11367691289	2698.33593479284
TCGA-VQ-AA6A-01A-11R-A414-31	-1058.98082130214	-33.3126635474003	-1092.29348484954
TCGA-BR-4187-01A-01R-1131-13	2051.53732207752	2178.65235904977	4230.18968112729
TCGA-D7-A4YU-01A-21R-A251-31	507.091088869176	2129.40435651514	2636.49544538432
TCGA-VQ-A8PU-01A-12R-A414-31	-1094.86719602469	-50.8497337815788	-1145.71692980627
TCGA-BR-6457-01A-21R-1802-13	1466.11278488015	1585.02914392578	3051.14192880593
TCGA-BR-8059-01A-11R-2343-13	683.54043828801	281.467428963838	965.007867251848
TCGA-KB-A93G-01A-11R-A39E-31	1651.59665768909	1498.75951275886	3150.35617044795
TCGA-MX-A5UG-01A-21R-A31P-31	1518.20354344563	2391.04376254767	3909.2473059933
TCGA-BR-4363-01A-01R-1157-13	832.740574609127	1666.26031323506	2499.00088784419
TCGA-CG-5718-01A-11R-1602-13	-8.47204157931609	1480.25249907423	1471.78045749492
TCGA-CG-4438-01A-01R-1157-13	90.4786114333919	1664.20740776732	1754.68601920072
TCGA-CG-4475-01A-01R-1157-13	901.308947882812	712.057894427214	1613.36684231003
TCGA-VQ-A8PC-01A-11R-A39E-31	203.019660900947	1511.41279247172	1714.43245337266
TCGA-CD-A48C-01A-11R-A24K-31	188.440544568042	751.136207142585	939.576751710627
TCGA-HU-A4HD-01A-11R-A251-31	-282.447707394176	149.215337063427	-133.23237033075
TCGA-MX-A663-01A-11R-A31P-31	1013.13871162029	448.783471696062	1461.92218331636
TCGA-VQ-A8P2-01A-11R-A36D-31	-1155.52272617578	-287.143557077556	-1442.66628325334
TCGA-VQ-A8E3-01A-11R-A39E-31	-617.872774795358	1342.80792994194	724.935155146579
TCGA-RD-A7C1-01A-11R-A32D-31	212.12683717048	2009.92246290829	2222.04930007877
TCGA-SW-A7EB-01A-11R-A354-31	-565.5141509479	1033.8101458304	468.295994882499
TCGA-D7-6815-01A-11R-1884-13	50.4046878151597	453.609918854444	504.014606669603
TCGA-BR-8484-01A-11R-2402-13	543.831483875505	1863.05257976297	2406.88406363847
TCGA-D7-A4Z0-01A-22R-A251-31	567.369423080714	1679.05426982208	2246.4236929028
TCGA-CG-5721-01A-11R-1602-13	491.872447701696	2622.8834164688	3114.7558641705
TCGA-BR-A4J5-01A-21R-A251-31	1230.23895853077	1255.74782479577	2485.98678332654
TCGA-BR-4361-01A-01R-1157-13	1050.73208534622	1589.72651562248	2640.4586009687
TCGA-BR-6456-01A-11R-1802-13	1114.10236254283	1211.55675772001	2325.65912026284
TCGA-BR-7196-01A-11R-2055-13	1277.63699972912	1828.54080902257	3106.17780875168
TCGA-CG-4469-01A-01R-1157-13	-207.197954780221	1165.53205947611	958.334104695889
TCGA-D7-A6EV-01A-11R-A31P-31	-1000.28049180561	14.3801529137714	-985.900338891837
TCGA-R5-A7ZE-01B-11R-A354-31	-1334.98063587187	-456.829104928034	-1791.8097407999
TCGA-VQ-A91U-01A-11R-A414-31	-417.975705753743	1178.84591154726	760.870205793521
TCGA-ZQ-A9CR-01A-11R-A39E-31	929.323609549767	1436.21230358023	2365.53591313
TCGA-HU-A4GY-01A-21R-A24K-31	1610.10959766165	3040.45525732926	4650.56485499091
TCGA-BR-6452-01A-12R-1802-13	159.115271657886	1271.49130420349	1430.60657586137
TCGA-HU-A4GD-01A-11R-A36D-31	-1597.61574802274	-91.7558405737713	-1689.37158859651
TCGA-RD-A8N2-01A-12R-A36D-31	975.123459008869	1070.74185579065	2045.86531479952
TCGA-RD-A8N6-01A-11R-A36D-31	-139.297493364334	74.739283120424	-64.5582102439102
TCGA-FP-8209-01A-11R-2343-13	1638.75245097925	2517.36731916016	4156.11977013941
TCGA-IN-AB1X-01A-11R-A39E-31	-715.003488318167	1540.5818794178	825.578391099636
TCGA-BR-A44T-01A-32R-A24K-31	830.172474241499	2779.77095151246	3609.94342575396
TCGA-VQ-A92D-01A-11R-A414-31	-606.537868081485	-339.35488401606	-945.892752097545
TCGA-BR-6454-01A-11R-1802-13	-15.4477740038015	2009.50672100318	1994.05894699937
TCGA-VQ-A8PH-01A-12R-A414-31	-1124.17805363533	577.630797123377	-546.547256511955
TCGA-D7-A748-01A-12R-A32D-31	1751.53981190897	2244.04274394296	3995.58255585192
TCGA-BR-6705-01A-12R-1884-13	1581.63359030767	1200.68089189116	2782.31448219883
TCGA-BR-A44U-01A-11R-A36D-31	54.1314539473973	135.438213942175	189.569667889573
TCGA-BR-4366-01A-01R-1157-13	72.2401799014237	624.770262883813	697.010442785236
TCGA-BR-8384-01A-21R-2402-13	1409.93006313475	1476.60762962763	2886.53769276239
TCGA-BR-7716-01A-21R-2055-13	314.975754095655	1815.930842353	2130.90659644865
TCGA-RD-A8N9-01A-12R-A39E-31	1341.48248052652	1547.25539393029	2888.73787445681
TCGA-BR-8588-01A-11R-2402-13	916.749583270909	1850.87611710377	2767.62570037468
TCGA-VQ-A8PJ-01A-11R-A414-31	-1087.61286288466	-83.920687669679	-1171.53355055434
TCGA-CG-5724-01A-11R-1602-13	82.4620845486167	1078.0828212479	1160.54490579651
TCGA-BR-8380-01A-11R-2343-13	915.851585827099	676.121104854852	1591.97269068195
TCGA-BR-8368-01A-11R-2343-13	-888.310483406795	669.385075020411	-218.925408386384
TCGA-BR-8080-01A-11R-2343-13	1404.65918308304	1784.32596669571	3188.98514977875
TCGA-VQ-A94T-01A-11R-A414-31	-782.901532287986	-317.192396159282	-1100.09392844727
TCGA-BR-6564-01A-12R-1884-13	1250.77161646262	1385.90315263032	2636.67476909294
TCGA-BR-8592-01A-11R-2402-13	1285.62252036664	1491.37128767481	2776.99380804145
TCGA-BR-7707-01A-11R-2055-13	-174.035107731311	1006.78841064673	832.753302915422
TCGA-F1-6874-01A-11R-1884-13	222.717692800754	1525.87014348694	1748.58783628769
TCGA-D7-8572-01A-11R-2343-13	913.764254336149	1237.02395597614	2150.78821031229
TCGA-VQ-A8E0-01A-11R-A414-31	-810.830893256579	773.720349908484	-37.1105433480948
TCGA-D7-6524-01A-11R-1802-13	1243.67679023502	1604.99354772625	2848.67033796126
TCGA-VQ-A91K-01A-11R-A414-31	0.206107083338091	1153.53552632776	1153.7416334111
TCGA-BR-4370-01A-01R-1157-13	1292.10232468751	1833.5695566509	3125.67188133841
TCGA-R5-A7ZR-01A-11R-A354-31	-1056.36568066707	344.324796981643	-712.040883685429
TCGA-CD-5799-01A-11R-1602-13	-157.517294788261	317.744482350244	160.227187561983
TCGA-BR-8382-01A-11R-2402-13	523.826259620435	1461.32389277037	1985.1501523908
TCGA-R5-A7ZF-01A-11R-A354-31	-1272.48098268161	-169.720102732585	-1442.2010854142
TCGA-IN-AB1V-01A-21R-A414-31	-1401.62103322102	148.89494784093	-1252.72608538009
TCGA-FP-7916-01A-11R-2203-13	957.284775036976	2289.6246858191	3246.90946085608
TCGA-D7-8579-01A-11R-2343-13	1018.9805219468	1416.45001272053	2435.43053466733
TCGA-IN-A7NU-01A-22R-A354-31	182.748476849818	1348.34393802473	1531.09241487455
TCGA-BR-7851-01A-11R-2203-13	315.882326163013	1036.5023694386	1352.38469560161
TCGA-FP-8210-01A-11R-2343-13	1555.62880223935	2473.99060540466	4029.619407644
TCGA-BR-8295-01A-11R-2343-13	-1205.92040369298	-1051.09829507286	-2257.01869876583
TCGA-HU-8602-01A-11R-2402-13	-0.0183646385050646	1689.89361974927	1689.87525511076
TCGA-VQ-A91Z-01A-11R-A414-31	-1707.43117719988	-745.380666683972	-2452.81184388385
TCGA-CD-8531-01A-11R-2343-13	349.735612333001	2181.89128961713	2531.62690195013
TCGA-VQ-A8PX-01A-12R-A414-31	-1386.81292123345	669.466225674727	-717.346695558719
TCGA-BR-7959-01A-11R-2343-13	1120.67961608421	769.37280551303	1890.05242159724
TCGA-HU-A4H3-01A-21R-A251-31	-626.206739661514	570.591526526891	-55.6152131346234
TCGA-CG-5717-01A-11R-1602-13	-121.733717535419	1466.64692954714	1344.91321201172
TCGA-D7-6520-01A-11R-1802-13	426.836359759563	627.690690263147	1054.52705002271
TCGA-BR-6803-01A-11R-1884-13	1150.8014710088	1590.8076339085	2741.6091049173
TCGA-VQ-A94O-01A-11R-A414-31	-616.74100296974	443.512407429303	-173.228595540437
TCGA-HU-8610-01A-22R-2402-13	362.795758643788	1912.92961548492	2275.72537412871
TCGA-HU-8249-01A-11R-A36D-31	-688.655278314155	881.751760739271	193.096482425116
TCGA-CD-8525-01A-11R-2343-13	230.740020574514	1475.52212018364	1706.26214075816
TCGA-VQ-A8PO-01A-11R-A414-31	-9.39565169513857	1564.47610815948	1555.08045646434
TCGA-VQ-A8PF-01A-11R-A414-31	726.157763074419	2457.20216956777	3183.35993264219
TCGA-CG-5716-01A-21R-1802-13	-529.617361678135	1571.56470922911	1041.94734755098
TCGA-CD-5801-01A-11R-1602-13	142.562127523197	2170.34747599932	2312.90960352251
TCGA-HU-A4GH-01A-11R-A24K-31	-1678.12705904381	429.653657597099	-1248.47340144671
TCGA-BR-4253-01A-01R-1131-13	532.437559997732	2851.58220864066	3384.01976863839
TCGA-HU-8608-01A-11R-2402-13	390.810314199579	2553.31077042827	2944.12108462785
TCGA-CG-4466-01A-01R-1157-13	-1009.1183158566	44.5359997049999	-964.5823161516
TCGA-VQ-A91Q-01A-12R-A414-31	87.7423861338459	-43.4847741619125	44.2576119719333
TCGA-CG-4442-01A-01R-1157-13	-267.170536959541	428.316754403872	161.146217444331
TCGA-RD-A7BW-01A-11R-A32D-31	1583.71499849879	2154.18436414357	3737.89936264236
TCGA-F1-A72C-01A-21R-A33Y-31	411.155942508057	1167.96481469496	1579.12075720302
TCGA-BR-7704-01A-11R-2055-13	151.911986489563	2104.66173849763	2256.57372498719
TCGA-RD-A7BT-01A-11R-A33Y-31	-1193.81438965084	468.926479001715	-724.887910649123
TCGA-D7-6818-01A-11R-1884-13	1161.31407650813	1537.22949866769	2698.54357517582
TCGA-CD-8533-01A-11R-2343-13	-485.384614981207	-668.343499800806	-1153.72811478201
TCGA-3M-AB46-01A-11R-A414-31	-226.728525292614	189.157855835048	-37.5706694575658
TCGA-F1-A448-01A-11R-A24K-31	720.210753342995	1806.34124586838	2526.55199921138
TCGA-BR-4371-01A-01R-1157-13	-832.005931657266	733.58920009937	-98.4167315578959
TCGA-BR-8690-01A-11R-2402-13	619.035386320128	1919.00617123441	2538.04155755454
TCGA-RD-A8NB-01A-12R-A39E-31	489.46533504522	1704.3664659701	2193.83180101532
TCGA-CD-8528-01A-11R-2343-13	-22.3292913964875	530.049121633442	507.719830236955
TCGA-RD-A8MW-01A-11R-A36D-31	984.483033523194	1975.1721212101	2959.6551547333
TCGA-RD-A8N4-01A-21R-A36D-31	747.114829216513	1170.2819240367	1917.39675325322
TCGA-HU-A4G8-01A-11R-A251-31	-397.532578931534	1094.06315679977	696.530577868236
TCGA-CG-4437-01A-01R-1802-13	565.965380425014	1866.70395357003	2432.66933399505
TCGA-BR-8381-01A-11R-2402-13	966.547086614815	2302.790334858	3269.33742147281
TCGA-D7-A747-01A-22R-A33Y-31	871.376308491939	1670.41846633262	2541.79477482456
TCGA-BR-4357-01A-01R-1157-13	706.163315080241	1962.30265404049	2668.46596912073
TCGA-FP-8631-01A-11R-2402-13	-168.487963265241	78.1551693714343	-90.3327938938062
TCGA-FP-8211-01A-11R-2343-13	-850.098307937175	920.388292782432	70.2899848452565
TCGA-BR-8373-01A-11R-2343-13	485.444000228255	439.436193297433	924.880193525688
TCGA-HU-A4G3-01A-11R-A24K-31	-507.138391189399	436.845013806338	-70.2933773830614
TCGA-D7-5577-01A-01R-1602-13	108.100694622332	2091.00051515129	2199.10120977362
TCGA-VQ-A8DV-01A-12R-A36D-31	-1191.93261347017	-428.216196422929	-1620.1488098931
TCGA-KB-A6F7-01A-12R-A32D-31	-679.247906300109	1442.15866287786	762.910756577749
TCGA-RD-A8MV-01A-11R-A36D-31	106.949806080363	2331.53579716289	2438.48560324326
TCGA-BR-6802-01A-11R-1884-13	37.3901537159279	1708.38853581985	1745.77868953578
TCGA-HF-7133-01A-11R-2055-13	284.296394337233	1623.48375603978	1907.78015037702
TCGA-HF-A5NB-01A-11R-A31P-31	-1031.64129683031	589.30534246612	-442.335954364192
TCGA-RD-A8N1-01A-12R-A36D-31	531.795536880213	2399.34629846871	2931.14183534892
TCGA-D7-8570-01A-11R-2343-13	829.469818923935	2656.88250154748	3486.35232047141
TCGA-VQ-A94U-01A-12R-A414-31	260.953132816002	54.139536256315	315.092669072317
TCGA-BR-A4IV-01A-31R-A251-31	1476.71580461857	815.53177454779	2292.24757916636
TCGA-D7-6525-01A-11R-1802-13	234.322911180206	733.874234957838	968.197146138044
TCGA-HU-A4H6-01A-11R-A251-31	-89.0727836190919	1385.14898489887	1296.07620127978
TCGA-BR-8676-01A-11R-2402-13	-508.604969658318	1574.17900637383	1065.57403671552
TCGA-D7-6519-01A-11R-1802-13	-429.858034881417	422.774396562244	-7.08363831917279
TCGA-VQ-A923-01A-11R-A414-31	38.5174451193357	2241.54391269103	2280.06135781036
TCGA-D7-8573-01A-11R-2343-13	-941.797878261463	332.536655458306	-609.261222803157
TCGA-KB-A93H-01A-11R-A39E-31	-1430.98507254963	180.12265093849	-1250.86242161114
TCGA-BR-A4J8-01A-11R-A251-31	477.019694096265	610.62020383734	1087.63989793361
TCGA-BR-8487-01A-11R-2402-13	-218.915389596207	1087.71404318312	868.79865358691
TCGA-CD-8530-01A-11R-2343-13	1187.38917661534	1039.63152479596	2227.02070141131
TCGA-VQ-A927-01A-12R-A414-31	-227.9857638856	731.508693683612	503.522929798012
TCGA-IN-7806-01A-11R-2055-13	-798.544080666884	114.46037550905	-684.083705157833
TCGA-BR-8077-01A-11R-2343-13	142.032267103874	1620.8449563059	1762.87722340978
TCGA-CD-8532-01A-11R-2343-13	417.793746027892	1978.47026925904	2396.26401528693
TCGA-BR-8589-01A-11R-2402-13	-512.393331936295	2154.08893180823	1641.69559987193
TCGA-BR-4294-01A-01R-1131-13	-720.333899374207	-93.8188456139213	-814.152744988129
TCGA-HU-A4GU-01A-11R-A251-31	-816.537761393305	201.506224055861	-615.031537337443
TCGA-CG-5719-01A-11R-1602-13	1156.2600064323	1420.00420740336	2576.26421383566
TCGA-VQ-A91N-01A-11R-A414-31	-1013.11017591521	103.806499064171	-909.303676851037
TCGA-HU-A4H0-01A-11R-A251-31	-620.008259334979	1580.71495769612	960.706698361146
TCGA-VQ-A8PQ-01A-11R-A414-31	786.223654353864	2898.1521590212	3684.37581337506
TCGA-VQ-A94R-01A-11R-A414-31	499.44978215717	742.948479974567	1242.39826213174
TCGA-BR-4368-01A-01R-1157-13	652.701673655304	1696.6452821001	2349.3469557554
