"","log2FC","t","B","PValue","FDR"
"CA9",-1.3730997896915,-3.09820157444938,-2.32443393371809,0.00228479433411895,0.0147929889911233
"HIF3A",-1.11274253052077,-3.08998691903333,-2.348399210987,0.00234537555830972,0.0150987419269945
"KRT23",-1.62534818274744,-3.08975591341673,-2.3490723230225,0.00234710043222025,0.0151012885063148
"GTF2A1L",-1.20889186882122,-3.08900295188071,-2.35126601676582,0.00235273078847391,0.0151211564900304
"EEF1A2",-1.47434166345517,-3.08320006315043,-2.368156288051,0.00239654300047196,0.0153370894512171
"SFTA2",-1.58899958908171,-3.08287150399639,-2.36911176733712,0.00239904604507656,0.0153480759599637
"SLC38A3",-1.34225333589708,-3.08046861461491,-2.37609682431049,0.00241742537930465,0.0154353045399566
"APOA5",-1.49558462310526,-3.07871256887469,-2.38119847420381,0.00243093924962858,0.0155114426981041
"LRRN4",-1.09394105481182,-3.07674292357172,-2.38691758544201,0.0024461798869833,0.015593398175711
"RBP3",-1.1045555961016,-3.07130557269837,-2.40268866855084,0.00248871191952677,0.0158212575062036
"MT1G",-1.09311260552165,-3.07066423801327,-2.4045472246624,0.00249377332432503,0.0158398833444517
"LRAT",-1.22225478530937,-3.06281636744154,-2.42726191210975,0.00255648291219464,0.0161907819478025
"CTAG2",-2.46505629835308,-3.05239344673558,-2.45734952174586,0.00264201914024413,0.0166085576806522
"MTNR1A",-1.53329165400999,-3.05026372786083,-2.46348606036638,0.00265981836506551,0.0166935674172713
"LHFPL3",-1.5179998747365,-3.04990420228339,-2.46452161418769,0.00266283400384226,0.0167017535093178
"FREM1",-1.12209781240197,-3.04955155227163,-2.46553725811962,0.00266579503434046,0.0167149544732706
"C4BPB",-1.12276941160789,-3.04317685590786,-2.48387850053258,0.0027198464818404,0.0169992582385663
"IGFBPL1",-1.52197792830814,-3.04037945749754,-2.49191632843101,0.00274388325815575,0.0171002098709905
"BMP3",-1.46381119845595,-3.03941453902939,-2.49468731725249,0.00275221967925325,0.0171302856885664
"OR1J1",-1.42489376958147,-3.03889671330676,-2.49617405048938,0.00275670305832493,0.0171527213884107
"NTSR1",-1.18470679187495,-3.0376517120248,-2.49974765570778,0.00276750994693843,0.0171761610983438
"FOLR1",-1.63984001461832,-3.03526220309115,-2.50660274377855,0.00278836087494845,0.0172781002914663
"CLEC2L",-1.4014085981545,-3.03238406237728,-2.5148532250593,0.00281366778331854,0.0174128032538347
"LYZL4",-1.44104827584602,-3.02934664603947,-2.52355269063833,0.00284060455619532,0.0175572388639571
"CST11",-1.5358076847433,-3.02784225803511,-2.52785851999482,0.00285403373625661,0.0175790105705247
"S100G",-1.25717683918213,-3.02700210193732,-2.53026236498472,0.00286155896194498,0.0176198010656795
"MT1A",-1.2731633442414,-3.02181704038966,-2.54508458777611,0.00290840714017381,0.0178412916429746
"GREB1L",-1.06118309811031,-3.02180696041462,-2.54511338063554,0.00290849889891619,0.0178412916429746
"GDA",-1.03997152327498,-3.01869975348897,-2.55398483599106,0.00293691144141645,0.0179478943096455
"ANPEP",-1.35464163354163,-3.01844574527528,-2.55470969907076,0.00293924537580034,0.0179565353647095
"FXYD4",-1.42205417398244,-3.01744019008107,-2.55757871508133,0.00294850161222563,0.0179961860441001
"VIT",-1.03056995775929,-3.01434504706699,-2.56640429799225,0.00297716141869532,0.0181540811407416
"IL13RA2",-1.03315227148067,-3.00465341533736,-2.5939868058195,0.00306856898927035,0.0185837412663878
"ARC",-1.16463173006955,-3.00337852386848,-2.5976092373049,0.00308078359035904,0.0186330653528999
"NEU4",-1.13158452059897,-2.99498029254936,-2.6214372180245,0.00316237060094567,0.0189927113107257
"GRM3",-1.04146377219556,-2.98970124477042,-2.63638461750467,0.00321466766613113,0.0192300520406845
"CEL",-1.23100700197829,-2.98592908387569,-2.64705083257945,0.00325252253664944,0.0194087396493
"SLC5A1",-1.02573152808765,-2.98156231904521,-2.6593832589461,0.00329685598470027,0.0196133288525951
"PRSS45P",-1.43792361692894,-2.97439972756964,-2.67957643432865,0.00337077809549627,0.0199557833321176
"GLRA4",-1.19041255559466,-2.97280847567372,-2.6840566561682,0.00338740612139392,0.0200238582930006
"DSPP",-1.09768770180174,-2.97258679787132,-2.6846806263185,0.00338972854755273,0.0200315202905485
"KLRG2",-1.48533249251773,-2.9716532316142,-2.68730793386318,0.00339952519302981,0.0200711833765121
"BEX5",-1.10499413590607,-2.96582723396322,-2.70368710578442,0.00346125187530937,0.0203739973926911
"ERVMER34-1",-1.03571754808856,-2.9633073004961,-2.7107626775746,0.00348826818510504,0.0205021098178456
"DRD1",-1.27239963108965,-2.95997864236292,-2.72010072866588,0.00352425168364856,0.0206762454502964
"PRSS41",-1.57347182354191,-2.95758490228632,-2.72681017220587,0.0035503388208057,0.0208042820304132
"CT45A5",-1.35439939561544,-2.95359961811889,-2.73796974095987,0.00359416421168293,0.0209854894549324
"GRIN2A",-1.0595745533351,-2.95207204249791,-2.74224365940462,0.00361109388132655,0.0210636289416339
"SOHLH1",-1.69792812676858,-2.94271853208712,-2.76836991805255,0.00371636185943426,0.0215397567110474
"SERPINA4",-1.58910584311397,-2.94132209572291,-2.77226404421134,0.00373231718246723,0.0216175368203495
"UMOD",-1.1260651921585,-2.9384099996051,-2.78037940907166,0.00376579234469893,0.0217726601825173
"CEACAM18",-1.53758787932709,-2.93004342968878,-2.80365488197813,0.00386350552404933,0.0221960592176236
"PI3",-1.53135843653885,-2.92985509871649,-2.80417812310901,0.00386573154785942,0.0221960592176236
"FAM81B",-1.15049447726286,-2.92980575761565,-2.8043152027898,0.00386631494133512,0.0221960592176236
"BRINP2",-1.06601275019162,-2.92747815034761,-2.8107794077639,0.00389392769869797,0.0223283122064882
"MAGEB17",-1.50932239849128,-2.92509904831962,-2.81738183677759,0.00392233802322485,0.022471416458857
"TGM3",-1.39454901894647,-2.92483465750633,-2.81811526924467,0.00392550697676035,0.0224829726171905
"APOBEC4",-1.06147905652017,-2.92322906399426,-2.8225679768063,0.00394480184764733,0.0225603830249717
"TEX35",-1.26318774950092,-2.92308753491746,-2.82296036616911,0.00394650680337347,0.0225635226406113
"UGT2B11",-1.34264243923291,-2.92062379477698,-2.82978834041846,0.00397629508281351,0.0226813000137265
"GP2",-1.80460591528581,-2.92022125601432,-2.83090343707755,0.00398118157940519,0.0226886666418715
"ANGPTL5",-1.09354717153589,-2.91842475539132,-2.83587834061884,0.00400305678600742,0.0227668022744985
"MAGEA2",-1.41482279928702,-2.9149067569868,-2.84561244834098,0.00404621315221789,0.0229520588544438
"PRKAA2",-1.1881940849508,-2.91107823536019,-2.85619371781009,0.00409366268996577,0.0231740725189797
"TEX15",-1.27617831434622,-2.91055845939907,-2.85762930712956,0.00410014377297933,0.0232040319816711
"CYP2A7",-1.15771571821096,-2.90938531799615,-2.86086860124351,0.00411480621302128,0.0232518090382759
"NKD2",-1.03648852106412,-2.90806282995302,-2.86451885985553,0.00413139280870373,0.0233065480442451
"RHCG",-1.67521272121093,-2.90663412866508,-2.86846059879955,0.00414938029409255,0.0233877429859638
"OR5M11",-1.26092126926597,-2.90592744206158,-2.87040967698941,0.00415830402229123,0.0234245126150368
"SLC9A2",-1.03183384162871,-2.90194272236414,-2.88139173006966,0.0042089509599291,0.0236843259573343
"GALNTL6",-1.05069732505034,-2.90191712208298,-2.88146224151181,0.00420927816432318,0.0236843259573343
"EPHA8",-1.0910389641798,-2.90053125030267,-2.88527854153542,0.00422702616350763,0.0237640759230395
"ALDOB",-1.53317019385738,-2.90052506978545,-2.88529555724887,0.00422710546671414,0.0237640759230395
"INHA",-1.30197765494449,-2.8949240949975,-2.90070225500786,0.00429953477579967,0.0240465957847661
"ABCA13",-1.03643786404089,-2.89087950041433,-2.91181105885612,0.0043525417330934,0.0243159685863372
"CNTFR",-1.42867554095297,-2.8883373098578,-2.91878620463765,0.00438616396997775,0.0244680007230625
"OGDHL",-1.47623662651812,-2.87518088451138,-2.95479552099284,0.00456399305037177,0.0252292779241593
"EGR4",-1.10322507524098,-2.8739760874401,-2.95808563376054,0.00458060269857681,0.0252852896135522
"SCGN",-1.7169622360134,-2.87158386919946,-2.96461470954209,0.00461374628376741,0.0254221791138891
"COL9A1",-1.0021143571617,-2.87105034479151,-2.96607018540358,0.00462116795171573,0.0254372750280709
"IGFBP1",-1.41570825647391,-2.8642194614158,-2.98468347310567,0.00471715863103415,0.0258443392997513
"CTAG1A",-1.18573428405308,-2.8633163495624,-2.98714133324714,0.00472998497303063,0.0258902346294405
"FAM183A",-1.50860735426659,-2.86144906953385,-2.99222099497427,0.00475660586967891,0.0260140627543465
"PNMA6E",-1.35072478724632,-2.85505346046786,-3.00959656410731,0.00484882508882419,0.0264000605045354
"NHLH2",-1.23523242999693,-2.85061715006401,-3.02162842300068,0.00491374847821747,0.0267014077244785
"C1GALT1C1L",-1.09361041660917,-2.85019746331265,-3.02276579082496,0.00491993129946782,0.0267275644403875
"HOXC11",-1.2670361675488,-2.84851838523758,-3.0273146408169,0.00494473855010167,0.0268175470295733
"CA1",-1.22301568732061,-2.84740349831104,-3.03033367814212,0.00496127325528856,0.0268629743943835
"VNN1",-1.13354769079018,-2.84567277781138,-3.03501822778142,0.00498704125732422,0.0269720305629569
"SLC35D3",-1.54703029400171,-2.84495445111101,-3.03696176782171,0.00499777194718704,0.0270085021121519
"CLCNKB",-1.10353144082161,-2.84424268702233,-3.03888711290543,0.005008425375565,0.0270576957945345
"REN",-1.18410779202998,-2.84158354667599,-3.0460763093355,0.00504840996999346,0.0272284924576685
"SERPINA5",-1.01474937189983,-2.83834264069279,-3.05483010856613,0.00509753599198058,0.0274541046714271
"SPZ1",-1.12925368593554,-2.83826752744869,-3.05503288459537,0.00509867971893659,0.0274541046714271
"DDX53",-1.41556855338616,-2.83634020574503,-3.0602342252874,0.00512810663310116,0.0275821199701024
"TMEM82",-1.24692366434805,-2.82789453110079,-3.08298909700835,0.00525889265016216,0.0281746849255749
"GABRQ",-1.0056179638329,-2.8221349981508,-3.0984714654239,0.00534981816779603,0.0285005389834428
"MAEL",-1.0399161591401,-2.82030253944432,-3.10339134024458,0.00537904609222211,0.0286164079242528
"MT1H",-1.10876746478362,-2.81982988709001,-3.10465986955251,0.00538660851548061,0.0286410274076998
"CELA3B",-1.34978746284378,-2.81764750780835,-3.11051454958311,0.00542165228687906,0.0287881477115322
"UPK3A",-1.46655803604797,-2.81452216066584,-3.11889176263485,0.0054721995823137,0.0289777166704235
"SMOC1",-1.19292473502269,-2.81202370798178,-3.12558256509966,0.00551291619455021,0.0291695882898958
"CPNE6",-1.05342087099214,-2.81049628520707,-3.12967031057252,0.00553794388204245,0.0292782033135391
"BHMT",-1.09525316719585,-2.80502039021511,-3.14430851066984,0.00562852214005978,0.0296766946655394
"CARD18",-1.82164905561791,-2.8036687741679,-3.14791766597766,0.00565108611502907,0.0297635050942397
"NPHS2",-1.27545867921353,-2.80216589894638,-3.15192886415871,0.00567627186515194,0.0298558745717868
"PCDHAC2",-1.13345209479006,-2.79906476803096,-3.1601996501696,0.00572856494913476,0.030048635777204
"MMP13",-1.02046399397949,-2.79610045844148,-3.16809774318377,0.00577896026681316,0.030249269361203
"S100A7",-2.36339740895704,-2.77960816889523,-3.21190063866352,0.00606677816970298,0.0314104623592659
"ERN2",-1.03341708834625,-2.77602268536314,-3.22139231984757,0.00613104982952436,0.0316357045351196
"VCX3A",-1.55388155504558,-2.77408315519495,-3.22652209470456,0.00616607420569459,0.0317896467038967
"PLA2G2F",-1.15326587484382,-2.77226957751688,-3.23131578815425,0.00619898847188723,0.0319340343052961
"COL9A3",-1.05404910867248,-2.76878026470525,-3.24053079008476,0.00626276467099434,0.0322540642778729
"OLFM4",-2.01628980217115,-2.76312799994672,-3.25543552981472,0.00636733993826197,0.0326891394673686
"ARHGDIG",-1.31274604095306,-2.75882598661758,-3.26676111056872,0.00644799341684831,0.0330336964576016
"MC5R",-1.33847393147177,-2.74539803810571,-3.30200828030772,0.00670573867074638,0.0340732090677313
"CALCA",-1.32583072583768,-2.74367142286284,-3.30652910238377,0.00673954994218963,0.0342041797508059
"CHGA",-1.62788579567033,-2.74252288361642,-3.30953490145672,0.00676212664780426,0.0342920109219255
"SOSTDC1",-1.19877061563289,-2.73700030800977,-3.32397177836086,0.00687164392551559,0.0347211021957388
"PHYHIPL",-1.15966833507744,-2.73647369353053,-3.32534704298836,0.00688217065322944,0.0347652921791888
"SLC2A2",-1.30185787741366,-2.73548914560642,-3.3279175618759,0.00690189043350608,0.0348378586427735
"ALOX15",-1.13926899280102,-2.73106826489945,-3.33944945510948,0.00699107027922369,0.0352263395772368
"AQP5",-1.55034835004985,-2.72950885341297,-3.3435131230297,0.00702277565398868,0.0353566051045151
"PRSS55",-1.12365517599484,-2.72625164696253,-3.35199422971205,0.00708942060343146,0.0356172470403372
"UGT1A4",-1.01845654515268,-2.72617630563092,-3.35219029377613,0.00709096890203137,0.0356172470403372
"HOXC12",-1.9323886351459,-2.72490421361274,-3.35549996704078,0.00711715726204551,0.035720733552987
"PADI3",-1.23887112855264,-2.72269755689881,-3.36123780038244,0.00716279323684238,0.0358497021170096
"MAGEC1",-1.62758068574045,-2.71614503224435,-3.37825087525048,0.00729987250803776,0.0363207268632141
"FABP6",-1.14759903888344,-2.71568009572276,-3.37945661905001,0.0073096886714805,0.0363510352047459
"ARMS2",-1.25774575742438,-2.70948880736553,-3.39549480555808,0.00744154869314671,0.0368284961819297
"KLK12",-1.45956329288941,-2.70718002290423,-3.40146700840323,0.0074912688783162,0.0370276214828701
"TDGF1",-1.1379073303455,-2.70612959873972,-3.40418263031997,0.00751398932435263,0.03711173016752
"CLEC19A",-1.28056276219327,-2.70083961572408,-3.41784396074272,0.00762936086498036,0.0375611937749593
"REG1B",-1.96675063091865,-2.69969302495411,-3.42080179329206,0.00765457766049783,0.0376458068280203
"F11",-1.26881373324458,-2.69815323584246,-3.42477214089333,0.00768856058796897,0.0377922473222277
"RPRM",-1.34996920233814,-2.68853776562456,-3.4495187056125,0.00790387626471652,0.0385111734425866
"NBPF6",-1.17811958818194,-2.67958509132618,-3.47248670131051,0.00810923345807491,0.0393252491597923
"GHRH",-1.4361232457328,-2.67732751340201,-3.47826740643543,0.00816177309079334,0.0395309302628276
"SULT1C2",-1.04184264138683,-2.67668807276873,-3.47990393233072,0.00817671027928187,0.0395738179869335
"FAM133A",-1.31418887394051,-2.67372846326,-3.48747381677511,0.00824616813621092,0.0398512578783604
"CDH12",-1.24955003515997,-2.67221718816293,-3.49133628914946,0.00828184069416153,0.0399736024998365
"SPERT",-1.38367071609924,-2.67173615720891,-3.49256527362876,0.00829322427612793,0.0400037066267492
"PON3",-1.19710943297229,-2.66693953481635,-3.50480904560775,0.00840751123906455,0.0403705318266423
"MYH4",-1.11536880841547,-2.66491484369609,-3.50997117653663,0.00845617778987829,0.0405490575588346
"H2BFWT",-1.34557963596416,-2.6641262857323,-3.51198070203168,0.00847520066420571,0.0406219310553681
"C10orf120",-1.07208047912587,-2.63437883458754,-3.58738873499849,0.00922162686808842,0.0433936679937844
"PF4V1",-1.38676815199202,-2.63111107417004,-3.59562487205448,0.00930712989071263,0.0436505332126099
"FRMD1",-1.17525056362502,-2.63109615611293,-3.59566245030459,0.00930752186233324,0.0436505332126099
"NBPF4",-1.20489485330718,-2.63047428149577,-3.59722876412287,0.00932387483251637,0.0437062230681765
"DRD2",-1.1857296222227,-2.62630165007649,-3.60772954985756,0.00943427002369318,0.0441177567303467
"PNLIPRP1",-1.00229752229528,-2.62603906200063,-3.60838986242463,0.00944125649434619,0.0441194446044804
"CFTR",-1.07502445917277,-2.62578865872869,-3.60901947810561,0.00944792311045243,0.0441287416111321
"AKR1B10",-1.40982203348406,-2.62315149799842,-3.61564701844299,0.00951839128835096,0.0443146535180872
"TMEM270",-1.09548386130496,-2.61682945555703,-3.63151020546099,0.00968925358049724,0.0449333667469056
"PRSS1",-1.53671022595497,-2.61627606632056,-3.63289708554901,0.00970434023566829,0.0449712766049405
"CRABP1",-1.73954821929324,-2.61578015521174,-3.63413968703891,0.00971787785120426,0.0450019591406064
"ZNF648",-1.02511950127877,-2.61533145903854,-3.63526379548161,0.0097301412039172,0.045048061233221
"RIMBP2",-1.05470573258438,-2.61450830560618,-3.63732556168131,0.00975267507001032,0.045098901845897
"CRH",-1.12257251541786,-2.60635632299469,-3.65771170033563,0.0099783825499962,0.0458925657383072
"SLC28A2",-1.34423444989337,-2.60587010545577,-3.65892575997156,0.00999199185459593,0.045944331922228
"MT1HL1",-1.43647273686578,-2.59935358155538,-3.67517703589889,0.0101760071676149,0.0466147580156477
"LEFTY1",-1.45780277379347,-2.59693511662775,-3.68119880000022,0.0102450712360578,0.0468651383774576
"GSTA3",-1.23983218963271,-2.59637268266278,-3.6825984704723,0.0102611928695732,0.0469168947344105
"SLC6A15",-1.13140481926017,-2.59600078369292,-3.68352382299236,0.0102718655090623,0.0469437000401282
"NXPH1",-1.01808472517551,-2.59251715590665,-3.69218579161523,0.0103723226545297,0.0472920733225335
"GAL3ST2",-1.07441881447095,-2.58983231493452,-3.69885427591816,0.0104503461949398,0.0475478571979089
"REG3G",-1.48579208323808,-2.58834240448522,-3.70255209797744,0.0104938710824675,0.0476903072546412
"FSTL5",-1.08934298188657,-2.58606649735951,-3.7081969037458,0.0105606715211173,0.0479046589404343
"GCG",-1.43526252307491,-2.58569658473976,-3.70911394474971,0.0105715648549448,0.0479123853362025
"SST",-1.88573803777696,-2.58529041163841,-3.71012073882566,0.0105835376160475,0.0479123853362025
"CLDN10",-1.2331151876963,-2.57946075058678,-3.72455482772823,0.0107567242137081,0.0485345584667979
"NPY",-1.53482998857438,-2.57830925489442,-3.72740234538059,0.0107912318120005,0.0486228194225389
"MAPK4",-1.23452935685048,-2.57372861278947,-3.73871813341396,0.0109294880136467,0.0490721588167191
"DLX6",-1.32751295854007,-2.56964213550448,-3.74879748521649,0.0110541672468534,0.0493987696972928
"UNC93A",-1.18318401824955,-2.56619733852331,-3.75728263664477,0.0111602574307887,0.0497254186075667
"NOL4",-1.12789784449606,-2.56368574339211,-3.76346251896789,0.0112381818032645,0.0499174995600809
"REG1A",-1.84616997877632,-2.55384787987229,-3.78761514752146,0.0115481255536809,0.0508935412373323
"OR8D1",-1.25078743705474,-2.55276337815102,-3.79027242240156,0.0115827571334643,0.050980996146225
"MAGEA1",-1.964843373128,-2.54895018059629,-3.79960733732108,0.0117052640446369,0.0513703896852777
"NKAIN3",-1.0776789904689,-2.54775716203254,-3.80252526229195,0.0117438297282707,0.051424159629077
"OR1J4",-1.1966809152162,-2.54449736441172,-3.8104917446449,0.0118497869098902,0.0517181445585071
"TFF1",-1.3436252733738,-2.53961206251474,-3.82241306817578,0.0120101816682528,0.0522866365187782
"FAM83A",-1.20360007576593,-2.53882936082262,-3.82432108096263,0.0120360591216741,0.0523432537375997
"NTS",-1.43613139303176,-2.53335628702098,-3.83764773381418,0.0122184060322596,0.0529509474564109
"LMX1B",-1.11522446564211,-2.53189517582708,-3.84120096386348,0.0122675018568281,0.0531165414248951
"STRA8",-1.46739925377158,-2.52718603361254,-3.85264006621999,0.0124269393708562,0.0537102050559394
"HABP2",-1.3152527311065,-2.5260034919842,-3.85550951288794,0.0124672664710146,0.0538500938808882
"REG3A",-2.04013593128683,-2.5239244278016,-3.86055136404929,0.0125384504246351,0.0540977042083228
"LCN1",-1.21997977692281,-2.52238976698678,-3.86427053965669,0.0125912275508475,0.0542894125392075
"OR13H1",-1.01342710633819,-2.512794207839,-3.8874774037373,0.0129257422957369,0.0553405492148472
"POPDC3",-1.06172924108771,-2.51073697190453,-3.89244216245233,0.0129984848765131,0.0555666724276519
"EDN3",-1.15379843653615,-2.51061845051749,-3.89272807712583,0.0130026868283965,0.0555724642442458
"FAM189A1",-1.12825813151016,-2.50673192710367,-3.90209678880556,0.0131411495654995,0.056017055769597
"SULT2A1",-1.32818715084217,-2.50222175068682,-3.91295199068235,0.0133034787469338,0.0565238575666957
"C20orf85",-1.27968587570066,-2.49850966959675,-3.92187272016848,0.0134384223110492,0.0570351304825767
"ACTL8",-1.52932040451597,-2.49824044027202,-3.92251924401336,0.0134482567865045,0.0570396619330251
"DUSP9",-1.31053218642523,-2.49378824778625,-3.93320131258631,0.0136118206675055,0.0574835845108263
"NKX2-2",-1.30818414267064,-2.48592004558308,-3.95203613035396,0.0139052215547327,0.0583815916383799
"KCNH6",-1.00453163051394,-2.48018738325185,-3.96572413167409,0.0141225233989527,0.058976793800633
"C14orf180",-1.03630143623504,-2.46702047697836,-3.99705193119017,0.0146331132054159,0.0605776747945946
"PRSS50",-1.11763695923089,-2.46643332373812,-3.99844532731709,0.0146562596758008,0.0606555211827127
"SLC8A2",-1.00441236051868,-2.4628874233481,-4.00685369059015,0.0147967378612209,0.061067523788769
"HOXB13",-1.22516690079432,-2.46161872272527,-4.00985941889468,0.0148472901270081,0.0611476331792124
"CLCA1",-1.65990210683539,-2.46145092029742,-4.01025685842094,0.0148539878173751,0.0611476331792124
"SLC19A3",-1.11492644449278,-2.46143502314721,-4.01029450946585,0.0148546224778032,0.0611476331792124
"AKR1B15",-1.13210976411081,-2.4602027382449,-4.01321238343852,0.0149038922977201,0.0612827204042971
"HSD3B1",-1.1411320214268,-2.45964312119625,-4.0145370279687,0.0149263151096353,0.0613232466059715
"PLA2G1B",-1.11347842240054,-2.45613810453943,-4.02282722483373,0.0150674379384261,0.0617730143079479
"HSD3B2",-1.18282144582211,-2.454811692176,-4.02596163856728,0.0151211519055386,0.0619541906054172
"CGA",-1.18300587241832,-2.45447540595704,-4.02675605844472,0.0151347970533715,0.061997083669414
"ANKRD18B",-1.23058521397455,-2.45191293962576,-4.03280613255992,0.0152391314983703,0.0623459668238711
"CLPS",-1.49117743346365,-2.44860605975657,-4.0406051076847,0.015374719919092,0.0627953877591038
"SPDYC",-1.16684893534241,-2.44850628307282,-4.04084026977257,0.015378827554534,0.0627990240663074
"VSIG2",-1.0237098098954,-2.43608045085048,-4.07005682180049,0.0158980594464496,0.0645009815704116
"LGALS7",-1.59445231626411,-2.42261070612471,-4.10157158683043,0.0164784277393658,0.0664138821070991
"PEG10",-1.04942111424212,-2.42136981899394,-4.1044666670782,0.0165328267540032,0.0665918789540627
"MAGEA4",-1.96565873950129,-2.40418869924149,-4.14440939072075,0.0173025487714965,0.0689617230109835
"SERPINB3",-1.6374682638568,-2.4035088164168,-4.14598453032854,0.0173336496859241,0.0690198915176564
"HOXD11",-1.31516181834469,-2.4017074698202,-4.1501558472486,0.0174162907037553,0.0692363317595693
"DEFB136",-1.22594039910224,-2.39962440944465,-4.15497588234419,0.0175122904705618,0.0694902211211417
"MAP7D2",-1.02592658478273,-2.38895581989765,-4.17960097359523,0.0180113362887848,0.0709578584176712
"FGFBP1",-1.48835893603453,-2.37856354445235,-4.20348979972739,0.0185094993162513,0.0723441964665415
"LGSN",-1.25815005686665,-2.3753581627451,-4.21083841732458,0.0186655879412538,0.0728190885884625
"DEFB126",-1.42378322613078,-2.37329704068038,-4.21555882999571,0.0187665686622315,0.0730855254824613
"PANX3",-1.16290045992614,-2.37281067767515,-4.21667214763065,0.0187904672808504,0.073161553387786
"CEACAM7",-1.31339415316322,-2.37157347231419,-4.21950323309429,0.0188513814534883,0.0733572796233329
"MRGPRE",-1.14623601858337,-2.37112916184614,-4.22051960792622,0.0188732997004226,0.0734132994923374
"SULT1C3",-1.35700852338335,-2.36999117226551,-4.22312198512302,0.0189295403695053,0.0735880698013092
"SFTPD",-1.08646269220703,-2.3684898439034,-4.226553466826,0.01900396383319,0.0737598667846561
"CTCFL",-1.15697244441858,-2.36650604914281,-4.23108457202322,0.0191026998389126,0.0740547364758161
"CLDN6",-1.28573700814986,-2.3617261900817,-4.24198747860073,0.0193424602947333,0.0747614816817623
"CRP",-1.01930449392861,-2.36003060132219,-4.24585018220256,0.019428147347098,0.0750332425935903
"GJB6",-1.30886842127912,-2.35468685225206,-4.25800675371499,0.0197003882963527,0.0758794962826016
"DACT2",-1.38038909561657,-2.3546614581182,-4.258064461676,0.0197016900025731,0.0758794962826016
"PSCA",-1.37556960389531,-2.3486972077946,-4.27160204791203,0.0200095252702646,0.0767772604187721
"INSM1",-1.17604265896387,-2.34853498557531,-4.27196980937781,0.0200179569599801,0.076789503399785
"PCP4",-1.23743022766704,-2.34466308543967,-4.28074044208681,0.0202201342277341,0.0774398064599311
"C11orf97",-1.21673387236541,-2.3439301811507,-4.28239909360688,0.0202586056627967,0.0775348478298291
"KLK7",-1.30917260346311,-2.33725053591711,-4.29749357519868,0.0206122122136648,0.0785646885761615
"GREM2",-1.02435683262904,-2.32638719153816,-4.32195612976461,0.0211988980729312,0.0803146916703309
"MTTP",-1.21217733152785,-2.31930367842426,-4.33784959594042,0.0215893100262886,0.0813988299020916
"THEG",-1.0626394060551,-2.31668147864933,-4.34372157745181,0.0217354277704002,0.0818233008004709
"AQP2",-1.21575601374255,-2.31591898315983,-4.34542789134504,0.0217780792275044,0.0819364549810446
"CRCT1",-1.70474232900231,-2.31167139048152,-4.35492352696676,0.0220170229830506,0.0826207141004948
"MLN",-1.62963795710028,-2.30591590211134,-4.36776403830622,0.0223444617668277,0.0834990066857608
"ONECUT1",-1.20791891547569,-2.30586467205276,-4.36787819794596,0.022347395405831,0.0834990066857608
"CCDC175",-1.01120005748044,-2.30421776344846,-4.37154685606658,0.0224418842127863,0.083739846673557
"NKX1-2",-1.07379141438248,-2.28797268698609,-4.40760266094347,0.0233928556959368,0.0862566401220994
"NUPR2",-1.62384423156114,-2.28713067262988,-4.40946497832507,0.0234430945155526,0.0863532292600625
"CRYGB",-1.08338486500741,-2.28438147269467,-4.41554101483774,0.0236077841120848,0.0867470515970976
"SOHLH2",-1.17551364372122,-2.27249813881724,-4.44172555101651,0.0243313563285686,0.0887210431864994
"XAGE5",-1.04753460976367,-2.27087388063036,-4.44529458482641,0.0244317484892409,0.0889707646943083
"DPPA5",-1.24618808141139,-2.26974785018855,-4.44776743979779,0.024501558595942,0.0891584493352333
"CSTL1",-1.10367727873428,-2.24172101255284,-4.50894507322745,0.0262962139583562,0.094041004077163
"MS4A15",-1.08456951932041,-2.240689867172,-4.5111822432632,0.0263643731177224,0.0942157083275034
"TMEM88B",-1.1828945361795,-2.23918136131585,-4.51445334799907,0.0264643634849917,0.0945038256245065
"COX8C",-1.21649566555961,-2.23855775874023,-4.51580498716004,0.0265057950689927,0.0946344638653135
"AADAC",-1.06431983439458,-2.23044604458599,-4.53335458458281,0.0270499026344589,0.0960849953634219
"ARX",-1.09569478542234,-2.23027941671619,-4.53371445325662,0.0270611807181841,0.0961075666736236
"TFF2",-1.42945408243914,-2.22986095859807,-4.53461809181661,0.0270895218038,0.0961557330584418
"LDHC",-1.17305322084481,-2.2297359042293,-4.53488810923859,0.0270979964279244,0.0961587125924567
"FGF19",-1.20025106955729,-2.22594194420077,-4.54307324884971,0.0273562035980048,0.0967679844199809
"PKP1",-1.22809910682523,-2.22553511327515,-4.54395017191339,0.0273840182111707,0.0968488225156443
"KLK13",-1.25752970542728,-2.22216572443774,-4.55120707778739,0.0276153276692272,0.0973572665611034
"CELA3A",-1.14846151415369,-2.21875205731656,-4.55854878552163,0.0278514089501452,0.0979611674563281
"NKAIN2",-1.04884282154826,-2.20890070772343,-4.5796762489815,0.0285425757564594,0.0998720519672679
"CHST9",-1.05819579623773,-2.1969743490566,-4.60513520886172,0.0293992304670022,0.101962256482839
"RNASE7",-1.2156352336759,-2.19281388562719,-4.61398587872378,0.0297032777308552,0.102761126910415
"EXOC1L",-1.09588349656,-2.18266906541028,-4.63550086558252,0.0304561231143463,0.104781878508664
"CCDC144NL",-1.00859957567811,-2.16867576639572,-4.66502305719698,0.0315216703536583,0.107264903004368
