"","log2FC","t","B","PValue","FDR"
"CLU",-1.36414350627542,-4.29862123268097,2.05436655641721,3.13769309167997e-05,0.000682771811109268
"SMIM10L2B",-1.10191247925387,-4.29814228146302,2.0525744438388,3.14370820411798e-05,0.00068295877322901
"MYMX",-1.33756072897043,-4.28836662219743,2.01602997241265,3.26892619810311e-05,0.000698862765178255
"SOBP",-1.00692372925453,-4.28659014890126,2.00939583033061,3.29218951244118e-05,0.000703066160758636
"KCNH21",-1.44059786368502,-4.27911371392862,1.98149868083132,3.39184825515265e-05,0.000716509589743772
"NBEA",-1.35636646292581,-4.27555221384224,1.9682226856582,3.44033393363256e-05,0.000722840452643423
"HOXA4",-1.06547491378214,-4.2726154246549,1.95728179534169,3.48081453151717e-05,0.000730559342372941
"FOXO61",-1.06290572528413,-4.26093003102857,1.91380575265141,3.6464589433493e-05,0.000756767636749738
"UBXN102",-1.35133401622313,-4.25857844125787,1.90506765958856,3.68069539733578e-05,0.000761053956150392
"WFDC21",-2.17226557598186,-4.25690399574295,1.89884798516013,3.70526111877197e-05,0.00076532266431016
"AKR1C11",-1.38965150238376,-4.24885124754715,1.86896270312915,3.82561589781027e-05,0.000784033051902367
"AVPR2",-1.01126998635925,-4.24647588752223,1.86015564232729,3.86182776144575e-05,0.000787659520121836
"GFRA31",-1.64147471273389,-4.24464427365753,1.85336721525235,3.88997454532685e-05,0.000790097951615347
"SCGN1",-2.56714826870296,-4.24099115780987,1.83983460255696,3.94670129481805e-05,0.000797470627055419
"SLC66A1L2",-1.6830246709148,-4.23644517071673,1.8230070258426,4.0184010678593e-05,0.000809364727573546
"PFN2",-1.01421147812416,-4.23493159105916,1.8174074090742,4.04254930721532e-05,0.000812631513156909
"VWC2",-1.59018513088045,-4.23248897878813,1.80837402486829,4.08181338457343e-05,0.000819680200138773
"TRAM1L1",-1.1089169859491,-4.22892351241334,1.79519529564511,4.13978388479591e-05,0.000828072627361419
"GRID1",-1.06893366453642,-4.22887517115345,1.79501667509201,4.14057525644113e-05,0.000828072627361419
"APOA11",-2.20689293104803,-4.20539305466615,1.70843774471889,4.54262704572682e-05,0.000892923450313775
"RIMS42",-1.97623581107438,-4.20488288588238,1.70656089927899,4.55176409171682e-05,0.000892923450313775
"FAM81B1",-1.70613071832434,-4.19444912141531,1.66821525757455,4.74253982919884e-05,0.000922008315997332
"LARP6",-1.00342863391314,-4.19101321116221,1.65560399688115,4.80702309420039e-05,0.000928498893400425
"HS6ST32",-1.76720124207854,-4.18965171572916,1.65060895154265,4.83280650238993e-05,0.000931209774137701
"PDK4",-1.36616110891041,-4.18919863723512,1.6489469803954,4.84141604221327e-05,0.000931593392220256
"CLDN11",-1.20598162285049,-4.18718522188934,1.64156311371832,4.87985360686631e-05,0.000934990619361939
"LONRF22",-1.56543651309959,-4.18653108647931,1.63916477559462,4.89240431015841e-05,0.000936223918921392
"PCLO2",-1.68823840082098,-4.17354752328314,1.59162194721716,5.14800707349069e-05,0.000978422103870153
"TAC1",-2.71581528124332,-4.16807517454863,1.57161796720339,5.25952686648724e-05,0.00099162064429184
"UST",-1.10092996138279,-4.16216388099275,1.5500324620173,5.38258935657959e-05,0.0010082798622944
"NEGR1",-1.19363781739147,-4.1618878678349,1.54902516517952,5.38840229194032e-05,0.00100840100034883
"CALCA2",-1.97332278333557,-4.16026165650226,1.54309144411375,5.42277307528341e-05,0.00101386118444882
"CLGN2",-1.50627640953705,-4.15559155186924,1.52606123816423,5.52264865276517e-05,0.00102489522669314
"MAMDC2",-1.65957907238272,-4.15468207128372,1.5227464263053,5.54230269314521e-05,0.00102735238620609
"VWA22",-1.62896663562049,-4.15097202951439,1.50923020094557,5.62317310777589e-05,0.00103839844740471
"FAM3B2",-1.79167072184312,-4.1480854077465,1.49872034882369,5.68687475614822e-05,0.00104916926621226
"LMX1A",-1.57899266802212,-4.14474831580004,1.48657751774655,5.76137801066969e-05,0.00105692046419419
"AKR1E21",-1.17146020959905,-4.14211424560713,1.47699820699897,5.82084438700167e-05,0.0010668268693886
"LMO3",-1.25227948447915,-4.13756421608173,1.46046237051934,5.92495112083874e-05,0.0010778110058495
"KCNB21",-1.59513484815429,-4.1335390022671,1.44584570401506,6.01853281826697e-05,0.00109279760074189
"PRKAA21",-1.74164868545035,-4.13120940190672,1.43739137427733,6.07333766853848e-05,0.00109967975836923
"SLC5A7",-1.85440065329312,-4.13020293955665,1.43373998761534,6.09716251851986e-05,0.00110297048377191
"SYT9",-1.50055994982076,-4.12813966399801,1.42625672553185,6.14628392237181e-05,0.00110877371424007
"CHRM32",-1.41275404729116,-4.12294610753916,1.40743328172939,6.27161070139195e-05,0.00112617819025271
"MYOM1",-1.15651296748058,-4.11439289793128,1.37647371212385,6.48335356760478e-05,0.0011535877692441
"TSPAN71",-1.10121769398246,-4.10842626913983,1.35490655310492,6.63509259755582e-05,0.00117629766041501
"FXYD1",-1.06865707799209,-4.10585539465975,1.34562137666032,6.70151471355358e-05,0.00118591899994426
"CAPN61",-2.13575580864945,-4.10295188868921,1.3351403382191,6.77729520395766e-05,0.0011971585980638
"ATP1B2",-1.01456192140811,-4.10236428268414,1.33301991526646,6.79273086763521e-05,0.00119847533840829
"PNMT1",-1.56575558809058,-4.09726065263389,1.31461311344974,6.928217707992e-05,0.00121611404174726
"NLGN1",-1.50426289449458,-4.09413522803152,1.30334983245854,7.01246008204941e-05,0.00122320114693049
"SULT4A11",-2.51080892549211,-4.09183204680307,1.29505405148504,7.07516543565321e-05,0.00123193714664153
"TMEM59L",-1.33592151497075,-4.07977098270393,1.25167163943351,7.4123827348837e-05,0.00127473390838938
"GSTM3",-1.0661085478613,-4.07935021755194,1.25016001328532,7.42441986736887e-05,0.00127568002985187
"PCSK1N1",-2.11394681811329,-4.07410076950434,1.23131137240302,7.57617341373411e-05,0.00129491531403394
"C14orf132",-1.102233599096,-4.07045344762324,1.21822659821355,7.68335184615935e-05,0.00130951048555482
"RAMP1",-1.26309338653795,-4.06852603722499,1.21131574738141,7.7405732048551e-05,0.00131381085552667
"NPY1R",-1.64497016393103,-4.06546794875927,1.20035608547216,7.83219852202048e-05,0.00132705453950797
"SST1",-3.11866552631574,-4.06320470159153,1.19224919091705,7.90067518709969e-05,0.00133402490464532
"ZG162",-1.96931870039442,-4.05488332405383,1.16247291514593,8.15739538677208e-05,0.00136438903645591
"DGKG",-1.05337297822871,-4.05083934259195,1.14801982745277,8.28501279239727e-05,0.00137279426735825
"CYS1",-1.31108865549866,-4.04920834511755,1.14219391391284,8.33702036896883e-05,0.00137790262982136
"KIRREL3",-1.13876081816304,-4.04803464978317,1.1380026302609,8.37463867600336e-05,0.00138177998577269
"LRRN4CL",-1.00275928972423,-4.03929626350062,1.10682798155183,8.65985302152359e-05,0.00141805093227449
"FBP21",-1.59922408212353,-4.03576189031213,1.09423408626576,8.7778260664345e-05,0.00143136497068283
"FAXC",-1.47392918655317,-4.03324584211542,1.08527407578912,8.86274172532286e-05,0.00144159879780481
"TNNC22",-1.37469464516078,-4.03226186901159,1.08177121120725,8.8961632391979e-05,0.00144583022702668
"SNCG",-1.08376257070767,-4.02790897659194,1.06628340211867,9.04546153651045e-05,0.00146399969926325
"C3orf701",-1.15567499018818,-4.02649113361625,1.06124151228937,9.09460576196297e-05,0.00146951663797811
"PMP2",-1.72992027504509,-4.02610264151591,1.0598602692947,9.10811579720032e-05,0.00147048231799465
"OSR1",-1.07476080440828,-4.02256896490359,1.04730151066219,9.23188391857006e-05,0.00148800282581808
"ELANE",-1.58945605699535,-4.01127273346576,1.00721325057708,9.63839324402964e-05,0.00154206391582143
"ITLN12",-2.22086452014576,-4.00740769547812,0.993517518718253,9.78136103450572e-05,0.00155855009006136
"CACNA2D3",-1.04037801983878,-4.00669300965904,0.990986185705468,9.80801792275457e-05,0.00155950233959355
"SERTAD41",-1.16178962835615,-3.99014501299996,0.932475668320651,0.000104449680497828,0.00164235925757052
"CHP22",-2.661418629117,-3.98856717351885,0.926906809006574,0.000105077191053599,0.00164247244904137
"TPPP31",-1.10560520026269,-3.98795713431789,0.924754194747585,0.000105320767274615,0.0016438395627222
"UGT1A82",-1.95879042439578,-3.9872732620151,0.922341361508741,0.000105594463531119,0.0016449308329321
"MLIP1",-1.09737909166708,-3.98248310982203,0.905450034071781,0.000107530653054824,0.00166182962547673
"HIF3A1",-1.51275137193795,-3.9812482551968,0.901098240439547,0.000108035243856863,0.00166559697939277
"PCDHB3",-1.01473011812336,-3.98014768584584,0.897220593795148,0.000108486864115697,0.00166559697939277
"ELN",-1.10678727993037,-3.97914969842979,0.893705114773132,0.000108897945071718,0.00166559697939277
"SLC6A82",-1.1012907972149,-3.97908592187705,0.893480481417633,0.000108924265681389,0.00166559697939277
"TTLL7",-1.20229099380453,-3.9789773837626,0.893098195790042,0.000108969073348254,0.00166559697939277
"DYNC1I1",-1.1222085036521,-3.97671664718528,0.885137474265825,0.000109906374661668,0.00167474948804488
"TMOD1",-1.22780090084578,-3.97661754879174,0.884788602172303,0.000109947636157514,0.00167474948804488
"GALNTL61",-1.4062047288936,-3.9742179102855,0.876342886122037,0.000110951290358213,0.00168533714902876
"PCDHB5",-1.29860510303681,-3.97324233490114,0.872910436026033,0.00011136181851224,0.00169025764816517
"C1QTNF91",-1.38028289738413,-3.96680779554478,0.850288112095197,0.000114105995585141,0.00171722045322003
"FABP4",-1.38844739279619,-3.96545255273242,0.845527133619705,0.000114692132719011,0.00172380854924727
"WNT41",-1.10242060949742,-3.96518380583574,0.844583178208169,0.000114808705057711,0.00172380854924727
"CDH19",-1.80454516315383,-3.96312970116195,0.83736996315818,0.000115703435389095,0.00173256531905344
"LRRC10B",-1.13271191975223,-3.96303013376597,0.837020397210981,0.000115746973515328,0.00173256531905344
"APOB2",-2.33557141388085,-3.95708931790947,0.816175812712605,0.000118373171161452,0.00176033277083971
"VEGFD",-1.23841861883897,-3.94699223386409,0.780805525228205,0.000122967398606899,0.00181208642128061
"DPP6",-1.76403910239763,-3.94136438792926,0.761122488663272,0.000125601300437653,0.00184193221881484
"NPY2R",-1.38993487429172,-3.93713266285568,0.746337126476135,0.000127617096235141,0.00186309506463254
"CRABP22",-1.4679408297966,-3.9352567849244,0.739787010243145,0.0001285204977529,0.00187068724506999
"KCNF12",-1.39170744632619,-3.93418650442957,0.736050969127279,0.000129038657534093,0.00187543228325239
"MFAP4",-1.14760619263359,-3.92615038387981,0.708025238542609,0.000132993246811293,0.00192431073721989
"IGFBP2",-1.20305086305096,-3.92366502409867,0.699366935947508,0.000134239475249666,0.0019351735429802
"PCDH201",-1.5410387568184,-3.91892770606436,0.682875635969443,0.00013664574988514,0.00195972695959445
"ABCG82",-2.02405295190007,-3.91747276139082,0.677813973496502,0.000137392977826223,0.00196311193264001
"CPNE61",-1.51680074802656,-3.9172936767591,0.677191053563712,0.000137485220140319,0.00196311193264001
"KCNK92",-1.41317990023253,-3.91574678747404,0.671811376258203,0.000138284443744098,0.00197079287343373
"CALY",-1.35004665287433,-3.91507996521816,0.669492869332621,0.000138630329600056,0.00197368738399963
"MSI12",-1.45920004404172,-3.91189901043807,0.658437222028248,0.000140291677908688,0.00199152964443614
"PKNOX2",-1.01856085272792,-3.91142210209854,0.656780314252813,0.0001405423847928,0.00199363866916472
"C9orf1352",-1.90782634610816,-3.91039191218921,0.653201712175903,0.00014108540329337,0.0019998881531469
"CIDEC1",-1.76417729782526,-3.90327307079864,0.628493508108938,0.000144892710088182,0.0020390488884003
"AQP102",-1.64252830735562,-3.89925782531622,0.614573308696585,0.000147083057662835,0.00206540590109415
"CHRNB4",-1.0293481341183,-3.89718613441978,0.607395608016725,0.000148225464058445,0.00207705908266246
"KIF1A1",-1.85054730500676,-3.89502667453604,0.599917089128692,0.000149425251501959,0.00208479734386472
"RBP41",-1.72435923102791,-3.89439453701409,0.597728538319154,0.000149778208793179,0.00208822918388147
"ARHGEF261",-1.29097195438615,-3.88829156341416,0.576613895481253,0.000153226867369591,0.00211665620961574
"MAGEE2",-1.65814016673592,-3.88271428645455,0.557341377663885,0.000156444392949439,0.00214484631500999
"PRIMA1",-1.68065941849206,-3.87464943716263,0.529512436477463,0.00016121081203062,0.00219433322177522
"FABP11",-3.04070975429217,-3.87211250639509,0.520768047920093,0.000162738494509403,0.00220743062844269
"MAB21L1",-1.52292320372146,-3.86689259026974,0.502790401961926,0.000165925208607206,0.00224286298255128
"SLC22A32",-1.54072550755559,-3.86639652969856,0.501082965042471,0.000166231116355017,0.00224544301739348
"GFRA1",-1.57717858821364,-3.86542044028957,0.497723789363669,0.000166834611326402,0.00225090733074
"PROM12",-1.62818856679939,-3.86536931324378,0.49754785642136,0.000166866279398575,0.00225090733074
"C5orf49",-1.40891537921864,-3.86451118207754,0.494595227696334,0.000167398658964368,0.00225652929856733
"SLC29A41",-1.09982806009409,-3.86359319178168,0.491437224544675,0.000167969961804024,0.00226110736858809
"TMEM163",-1.02043758678337,-3.86307440546731,0.489652802080116,0.000168293642734628,0.00226234408576942
"BMP31",-2.12605070530472,-3.86234479760324,0.487143563669831,0.000168749862586977,0.00226666470122108
"TIMP4",-1.20094703609301,-3.86213574280947,0.486424661371041,0.000168880799905031,0.00226666470122108
"CTF1",-1.02715859130959,-3.85899048219306,0.475612468159294,0.000170862463230103,0.00228742415623345
"FAM166C2",-1.76808487672459,-3.85295360203573,0.454879973875663,0.000174728054968703,0.00233118038614772
"EEF1A22",-1.74472314898149,-3.85090173306541,0.447839211279394,0.000176060743741594,0.0023473563231504
"DTNA",-1.21294477490731,-3.84910451754188,0.441674759201411,0.000177235963788318,0.0023522860516213
"PRAP12",-1.99377172097041,-3.84752972871828,0.436275147031987,0.000178271859216018,0.00235751247970017
"KLHL131",-1.21572344109754,-3.83103950415532,0.37984131195754,0.000189470223520782,0.0024665031844971
"C2CD4B2",-1.25865706087993,-3.8289047504861,0.372550006408494,0.000190967828546002,0.0024816917745602
"MYOZ3",-1.17929342441003,-3.82840547426308,0.37084519175213,0.00019131970668048,0.00248461034909933
"KRT121",-1.65290834016406,-3.82675258152191,0.365202558192528,0.000192489024483678,0.0024918618214585
"CMTM5",-1.53115171419139,-3.82628314837856,0.363600371385342,0.000192822354204448,0.00249416801306602
"PLA2G101",-1.26284373613112,-3.82457477969256,0.357771014651417,0.000194040045375455,0.00250659672116711
"RASGEF1C",-1.34596112973231,-3.81909339692966,0.339081522676778,0.000197996547395405,0.002540532719161
"SLC6A202",-1.61457183396707,-3.81745789765183,0.333509292897258,0.000199191818831767,0.0025528726932221
"ADAM33",-1.31324624062266,-3.80637550097073,0.295802138092367,0.000207473440169536,0.002625287875014
"SLC7A14",-1.47111569024902,-3.80615875239841,0.295065553954292,0.000207638623691104,0.002625287875014
"VTCN12",-1.96475608005424,-3.79791271835984,0.267068135444388,0.000214016405257573,0.00268815071700294
"NPY2",-2.32486358792247,-3.79154590105987,0.245484984492242,0.000219067419807549,0.00273574981908097
"DIRAS1",-1.29190404414403,-3.78804516022111,0.233630247485468,0.000221892649244401,0.00275867682840857
"KBTBD121",-1.67879464835481,-3.78699551255886,0.230077512096509,0.000222746466278517,0.00276515182275074
"GAP43",-1.4996923781975,-3.78535605907791,0.224530071460829,0.000224086287254399,0.00277534279246105
"PNCK1",-1.6865598536148,-3.78323824342856,0.217366890760184,0.000225828359196253,0.00278807320882458
"NPTX1",-1.7001930793641,-3.77963477529622,0.20518624013013,0.000228822052327124,0.00281081034573514
"FEV1",-1.81496391126859,-3.77912781728818,0.203473351547891,0.000229246230808149,0.00281248094226541
"PEG102",-1.64854988215102,-3.7746233933797,0.188262229407585,0.000233048025138688,0.00285016566584089
"UGT1A91",-1.53667427364456,-3.77394429792962,0.185970256877976,0.000233626350304915,0.0028536625354203
"CRLF1",-1.09514346309169,-3.77217297947908,0.179993575882048,0.000235141234481014,0.00286608182507435
"AS3MT1",-1.35892285383052,-3.77206900367245,0.179642817897741,0.000235230446424976,0.00286608182507435
"MS4A81",-1.70298605565436,-3.7657497539861,0.158339926869813,0.000240713048039626,0.00291649781793014
"B3GNT71",-1.05555905358459,-3.76386002560445,0.151975113441711,0.000242375968054032,0.00293261092203776
"C16orf89",-1.49716131182687,-3.76335862379907,0.150286775349351,0.000242819015181211,0.00293472715623657
"SLC3A12",-1.54034452729859,-3.75939269911956,0.136939053154171,0.0002463505191564,0.00296821961939122
"PLIN4",-1.62033755906452,-3.75694269204841,0.128699057994283,0.000248556421267781,0.00298456282279877
"FRRS1L",-1.72828590683502,-3.75217978358071,0.112692768192987,0.000252898453455228,0.00302100667869804
"PCK12",-2.01892880535289,-3.75107276629304,0.108974892447516,0.000253917892172862,0.00303132925830098
"GPR26",-1.384785198945,-3.7488769853546,0.101603102876353,0.00025595149173359,0.00305001048055431
"TPD52L11",-1.11648915235764,-3.74221378296587,0.079254698516646,0.000262217419971308,0.00310949077789791
"GSTM5",-1.01584200507973,-3.73090636054366,0.0414041490970432,0.000273184416472655,0.00321423451758763
"BARX21",-1.292276873089,-3.73020045962323,0.0390443268286482,0.000273883274403752,0.00321849947807756
"SCARA5",-1.50643990354142,-3.72885717843822,0.0345547584419617,0.000275217831643373,0.00322835147586959
"MPV17L1",-1.29853360942645,-3.7269465060898,0.0281711188036313,0.000277126706788879,0.00324100430785628
"CNTNAP3",-1.16441827200718,-3.7237826240086,0.017606356881215,0.000280315204808675,0.00326850208044237
"C1QTNF7",-1.19586632830817,-3.72330222593105,0.0160028669213403,0.000280802367096313,0.00327222770349429
"CDKL2",-1.06757090245326,-3.71603337605259,-0.0082386228553899,0.000288272085201626,0.0033433053066254
"APOD",-1.53274007677027,-3.71476069969551,-0.0124789725774255,0.000289599127581208,0.00334874725785402
"SCN2B",-1.41254056194804,-3.71269795521961,-0.0193491645711674,0.000291762275711125,0.0033677751978743
"IGSF1",-1.46441027342245,-3.71066986090481,-0.0261008919595129,0.000293903989293509,0.00338648876447462
"ECRG4",-1.89225900425321,-3.70709162305382,-0.0380058028464028,0.000297719017553178,0.00341633010206966
