SampleID,ImmuneScore,PDL1,T.cells.CD8,StromalScore,ESTIMATEScore,TMB,Group
TCGA-FP-A4BF-01A-12R-A36D-31,2511.828456,2.092010395,0.168605372,1229.284525,3741.112981,2.210526316,I
TCGA-BR-8077-01A-11R-2343-13,1620.844956,1.497530151,0.168746369,142.0322671,1762.877223,2.526315789,I
TCGA-BR-8286-01A-12R-2343-13,983.8345292,0.875752321,0.17122766,309.4510218,1293.285551,2.921052632,IV
TCGA-D7-A6EZ-01A-11R-A31P-31,1807.558883,5.213599857,0.171342248,280.9321302,2088.491013,6.684210526,I
TCGA-HU-A4H4-01A-21R-A251-31,1696.143792,3.502741968,0.171437554,-186.6168753,1509.526917,14.68421053,I
TCGA-RD-A8N0-01A-12R-A36D-31,2548.553842,1.852079998,0.17373172,915.5706595,3464.124501,0.078947368,I
TCGA-D7-A74A-01A-11R-A32D-31,605.1703451,0.455484884,0.177472631,-1190.600855,-585.4305097,3.026315789,IV
TCGA-BR-8291-01A-11R-2343-13,1842.036835,0.471315072,0.178772565,1675.360752,3517.397586,0.710526316,IV
TCGA-IN-A6RR-01A-12R-A32D-31,458.7152484,0.38501829,0.179066775,-823.8992557,-365.1840074,3.315789474,IV
TCGA-FP-8210-01A-11R-2343-13,2473.990605,1.385532683,0.182888404,1555.628802,4029.619408,0.078947368,I
TCGA-CG-5732-01A-11R-1602-13,1707.824064,0.747963897,0.184041278,-676.475061,1031.349003,1,IV
TCGA-BR-8384-01A-21R-2402-13,1476.60763,0.931465807,0.185553745,1409.930063,2886.537693,0.947368421,IV
TCGA-BR-8372-01A-11R-2343-13,1839.196986,3.927072542,0.190767605,2.178501578,1841.375488,29.60526316,I
TCGA-HU-A4H0-01A-11R-A251-31,1580.714958,11.05803887,0.194488353,-620.0082593,960.7066984,3.973684211,I
TCGA-HU-A4H2-01A-11R-A251-31,892.7725879,0.839995361,0.195357482,-480.9175856,411.8550023,4.026315789,IV
TCGA-BR-4253-01A-01R-1131-13,2851.582209,17.93757611,0.195781445,532.43756,3384.019769,1.921052632,I
TCGA-VQ-A925-01A-11R-A414-31,147.9465877,0.781054122,0.196435225,-898.7613742,-750.8147865,2.763157895,IV
TCGA-HU-A4H3-01A-21R-A251-31,570.5915265,0.828526704,0.197366047,-626.2067397,-55.61521313,21.05263158,IV
TCGA-HF-A5NB-01A-11R-A31P-31,589.3053425,1.691561814,0.198501876,-1031.641297,-442.3359544,32.15789474,I
TCGA-BR-7704-01A-11R-2055-13,2104.661738,1.829710091,0.19861453,151.9119865,2256.573725,8.026315789,I
TCGA-RD-A7C1-01A-11R-A32D-31,2009.922463,3.39240497,0.198784291,212.1268372,2222.0493,6.394736842,I
TCGA-CD-5813-01A-11R-1602-13,2384.104971,0.976323771,0.201956478,1712.347273,4096.452244,3.763157895,IV
TCGA-VQ-AA69-01A-11R-A414-31,652.0995647,2.501976741,0.202702914,-985.350158,-333.2505933,1.447368421,I
TCGA-D7-6519-01A-11R-1802-13,422.7743966,0.374645941,0.204634261,-429.8580349,-7.083638319,1.263157895,IV
TCGA-VQ-A8PX-01A-12R-A414-31,669.4662257,0.472924071,0.204648301,-1386.812921,-717.3466956,13.97368421,IV
TCGA-BR-8588-01A-11R-2402-13,1850.876117,1.458614008,0.210610472,916.7495833,2767.6257,2.631578947,I
TCGA-BR-6564-01A-12R-1884-13,1385.903153,0.582952916,0.21191046,1250.771616,2636.674769,0.631578947,IV
TCGA-R5-A7ZI-01A-11R-A354-31,2193.178477,6.413157184,0.217823444,-147.5156336,2045.662843,19.23684211,I
TCGA-SW-A7EA-01A-12R-A354-31,892.3045904,11.04892903,0.219388926,-166.6912202,725.6133701,14.31578947,I
TCGA-BR-8686-01A-11R-2402-13,2111.018477,1.104432713,0.22032054,748.6449847,2859.663462,2.5,I
TCGA-CD-8527-01A-11R-2343-13,628.6475404,0.394026633,0.22730137,-424.2878756,204.3596647,5.605263158,IV
TCGA-CD-8524-01A-11R-2343-13,938.9111662,0.552091659,0.23007694,552.0259212,1490.937087,3.5,IV
TCGA-HU-A4G2-01A-11R-A251-31,994.9835371,1.002256214,0.230967501,-86.14899864,908.8345384,0.947368421,IV
TCGA-BR-6709-01A-11R-1884-13,2540.646005,3.278763694,0.232502521,1079.64097,3620.286975,0.947368421,I
TCGA-VQ-A8PF-01A-11R-A414-31,2457.20217,3.077479832,0.234507409,726.1577631,3183.359933,2.473684211,I
TCGA-CG-5725-01A-11R-1602-13,-405.3722816,0.357507954,0.234646326,-920.5347613,-1325.907043,3,IV
TCGA-BR-6803-01A-11R-1884-13,1590.807634,0.528313997,0.237396462,1150.801471,2741.609105,0.315789474,IV
TCGA-BR-6802-01A-11R-1884-13,1708.388536,8.198855847,0.241240285,37.39015372,1745.77869,10.31578947,I
TCGA-D7-A4YX-01A-11R-A251-31,1405.381635,5.882996963,0.24380554,-404.4432761,1000.938359,1.789473684,I
TCGA-BR-6563-01A-13R-2055-13,2430.837875,0.929361832,0.245974151,1529.905403,3960.743278,1.394736842,IV
TCGA-KB-A6F7-01A-12R-A32D-31,1442.158663,1.150397108,0.246821215,-679.2479063,762.9107566,2.552631579,I
TCGA-BR-6455-01A-11R-1802-13,1387.132862,0.905926202,0.25483019,249.4767964,1636.609658,1.763157895,IV
TCGA-D7-5577-01A-01R-1602-13,2091.000515,3.870835825,0.258571032,108.1006946,2199.10121,2.684210526,I
TCGA-FP-7998-01A-11R-2203-13,2855.300097,28.50556542,0.25921576,1277.144198,4132.444295,1.447368421,I
TCGA-CD-5803-01A-11R-1602-13,2575.944492,2.217580703,0.261308542,1603.256498,4179.20099,0.736842105,I
TCGA-BR-8485-01A-11R-2402-13,1142.654161,1.097528624,0.267397383,364.9171522,1507.571313,7.789473684,I
TCGA-BR-8690-01A-11R-2402-13,1919.006171,1.242430214,0.26893638,619.0353863,2538.041558,3.447368421,I
TCGA-BR-8361-01A-11R-2343-13,1149.977064,3.987586575,0.277106049,-387.5670792,762.4099844,36.02631579,I
TCGA-RD-A7BW-01A-11R-A32D-31,2154.184364,1.530831186,0.280346511,1583.714998,3737.899363,1.473684211,I
TCGA-BR-8381-01A-11R-2402-13,2302.790335,2.096315088,0.290176211,966.5470866,3269.337421,2.552631579,I
TCGA-CG-5721-01A-11R-1602-13,2622.883416,10.54336625,0.298770578,491.8724477,3114.755864,89.42105263,I
TCGA-BR-7958-01A-21R-2343-13,2483.816797,5.352589137,0.314810689,761.0936139,3244.910411,3.684210526,I
TCGA-IN-AB1X-01A-11R-A39E-31,1540.581879,5.791131091,0.318815609,-715.0034883,825.5783911,2.631578947,I
TCGA-BR-8677-01A-11R-2402-13,1672.237438,3.263502571,0.321302305,1137.566009,2809.803447,3.921052632,I
TCGA-BR-6852-01A-11R-1884-13,2356.498756,8.194531232,0.33764511,729.9558775,3086.454633,24.44736842,I
TCGA-BR-6707-01A-11R-1884-13,1865.900029,2.3287401,0.34154454,137.1345214,2003.03455,1.552631579,I
TCGA-BR-8284-01A-11R-2343-13,1999.170248,1.41222609,0.345138601,996.568941,2995.739189,7.236842105,I
TCGA-B7-A5TK-01A-12R-A36D-31,2414.602159,21.43240023,0.353757011,1018.974976,3433.577135,1.026315789,I
TCGA-VQ-A8P3-01A-11R-A36D-31,579.1016918,1.586008167,0.35902778,23.41923056,602.5209224,6.447368421,I
TCGA-BR-8589-01A-11R-2402-13,2154.088932,2.865714054,0.373983335,-512.3933319,1641.6956,25.39473684,I
TCGA-HJ-7597-01A-21R-2203-13,1003.080081,2.134841155,0.374822828,-942.3654137,60.71466769,17.5,I
TCGA-HU-A4GX-01A-12R-A251-31,1590.169956,2.033507157,0.384892222,-514.4110665,1075.75889,28.78947368,I
TCGA-CD-5801-01A-11R-1602-13,2170.347476,1.398735696,0.395458051,142.5621275,2312.909604,8.868421053,I
TCGA-BR-A4J7-01A-31R-A251-31,2013.585064,1.783954525,0.433940586,1170.875033,3184.460097,1.184210526,I
